id	descricao	unidade medida	familia	comprimento	largura	altura	peso
5122	a	N	TR	0	0	0	1
5123	a	N	TR	0	0	0	1
5124	a	N	TR	0	0	0	1
5125	a	N	TR	0	0	0	1
5126	a	N	TR	0	0	0	1
5127	a	N	TR	0	0	0	1
5128	a	N	TR	0	0	0	1
5129	a	N	XX	0	0	0	1
5130	a	N	TR	0	0	0	1
5131	a	N	XX	0	0	0	1
5132	a	N	TR	0	0	0	1
5133	a	N	XX	0	0	0	1
5134	a	N	TR	0	0	0	1
5135	a	N	TR	0	0	0	1
5136	a	N	XX	0	0	0	1
5137	a	N	TR	0	0	0	1
5138	a	N	XX	0	0	0	1
5139	a	N	XX	0	0	0	1
5140	a	N	TR	0	0	0	1
5141	a	N	TR	0	0	0	1
5142	a	N	XX	198	45	152	30
5143	a	N	XX	197	45	150	33
5144	a	N	XX	198	45	151	34
5145	a	N	TR	0	0	0	1
5146	a	N	TR	0	0	0	1
5147	a	N	XX	0	0	0	1
5148	a	N	XX	0	0	0	1
5149	a	N	TR	0	0	0	1
5150	a	N	TR	0	0	0	1
5151	a	N	TR	0	0	0	1
5152	a	N	TR	0	0	0	1
5153	a	N	TR	0	0	0	1
5154	a	N	TR	0	0	0	1
5155	a	N	TR	0	0	0	1
5156	a	N	TR	0	0	0	1
5157	a	N	TR	0	0	0	1
5158	a	N	TR	0	0	0	1
5159	a	N	TR	0	0	0	1
5160	a	N	TR	0	0	0	1
5161	a	N	TR	0	0	0	1
5162	a	N	TR	0	0	0	1
5163	a	N	TR	0	0	0	1
5164	a	N	TR	0	0	0	1
5165	a	N	TR	0	0	0	1
5166	a	N	TR	0	0	0	1
5167	a	N	TR	0	0	0	1
5168	a	N	TR	0	0	0	1
5169	a	N	TR	0	0	0	1
5170	a	N	TR	0	0	0	1
5171	a	N	XX	0	0	0	1
5172	a	N	TR	0	0	0	1
5173	a	N	TR	0	0	0	1
5174	a	N	TR	0	0	0	1
5175	a	N	TR	0	0	0	1
5176	a	N	TR	0	0	0	1
5177	a	N	TR	0	0	0	1
5178	a	N	TR	0	0	0	1
5179	a	N	XX	0	0	0	1
5180	a	N	TR	0	0	0	1
5181	a	N	XX	0	0	0	1
5182	a	N	TR	0	0	0	1
5183	a	N	TR	0	0	0	1
5184	a	N	TR	0	0	0	1
5185	a	N	TR	0	0	0	1
5186	a	N	XX	90	19	19	4
5187	a	N	XX	65	195	65	338
5188	a	N	XX	0	0	0	1
5189	a	N	TR	0	0	0	1
5190	a	N	TR	0	0	0	1
5191	a	N	TR	0	0	0	1
5192	a	N	TR	0	0	0	1
5193	a	N	TR	0	0	0	1
5194	a	N	TR	0	0	0	1
5195	a	N	XX	0	0	0	1
5196	a	N	TR	0	0	0	1
5197	a	N	XX	0	0	0	1
5198	a	N	TR	0	0	0	1
5199	a	N	XX	0	0	0	1
5200	a	N	TR	0	0	0	1
5201	a	N	XX	0	0	0	1
5202	a	N	TR	0	0	0	1
5203	a	N	TR	0	0	0	1
5204	a	N	TR	0	0	0	1
5205	a	N	TR	0	0	0	1
5206	a	N	TR	0	0	0	1
5207	a	N	TR	0	0	0	1
5208	a	N	TR	0	0	0	1
5209	a	N	TR	0	0	0	1
5210	a	N	XX	0	0	0	1
5211	a	N	XX	0	0	0	1
5212	a	N	XX	0	0	0	1
5213	a	N	XX	0	0	0	1
5214	a	N	XX	0	0	0	1
5215	a	N	XX	0	0	0	1
5216	a	N	XX	0	0	0	1
5217	a	N	TR	0	0	0	1
5218	a	N	TR	0	0	0	1
5219	a	N	TR	0	0	0	1
5220	a	N	TR	0	0	0	1
5221	a	N	XX	220	30	97	22
5222	a	N	XX	400	20	200	147
5223	a	N	TR	0	0	0	1
5224	a	N	TR	0	0	0	1
5225	a	N	TR	0	0	0	1
5226	a	N	TR	0	0	0	1
5227	a	N	TR	0	0	0	1
5228	a	N	TR	0	0	0	1
5229	a	N	TR	0	0	0	1
5230	a	N	TR	0	0	0	1
5231	a	N	TR	0	0	0	1
5232	a	N	TR	0	0	0	1
5233	a	N	TR	0	0	0	1
5234	a	N	TR	0	0	0	1
5235	a	N	TR	0	0	0	1
5236	a	N	TR	0	0	0	1
5237	a	N	TR	0	0	0	1
5238	a	N	TR	0	0	0	1
5239	a	N	TR	0	0	0	1
5240	a	N	TR	0	0	0	1
5241	a	N	TR	0	0	0	1
5242	a	N	TR	0	0	0	1
5243	a	N	TR	0	0	0	1
5244	a	N	TR	0	0	0	1
5245	a	N	TR	0	0	0	1
5246	a	N	TR	0	0	0	1
5247	a	N	TR	0	0	0	1
5248	a	N	TR	0	0	0	1
5249	a	N	TR	0	0	0	1
5250	a	N	TR	0	0	0	1
5251	a	N	TR	0	0	0	1
5252	a	N	TR	0	0	0	1
5253	a	N	XX	0	0	0	1
5254	a	N	TR	0	0	0	1
5255	a	N	TR	0	0	0	1
5256	a	N	TR	0	0	0	1
5257	a	N	XX	0	0	0	1
5258	a	N	TR	0	0	0	1
5259	a	N	XX	0	0	0	1
5260	a	N	XX	0	0	0	1
5261	a	N	XX	0	0	0	1
5262	a	N	XX	0	0	0	1
5263	a	N	TR	0	0	0	1
5264	a	N	TR	0	0	0	1
5265	a	N	TR	0	0	0	1
5266	a	N	TR	0	0	0	1
5267	a	N	TR	0	0	0	1
5268	a	N	TR	0	0	0	1
5269	a	N	TR	0	0	0	1
5270	a	N	TR	0	0	0	1
5271	a	N	TR	0	0	0	1
5272	a	N	TR	0	0	0	1
5273	a	N	TR	0	0	0	1
5274	a	N	TR	0	0	0	1
5275	a	N	XX	0	0	0	1
5276	a	N	TR	0	0	0	1
5277	a	N	TR	0	0	0	1
5278	a	N	TR	0	0	0	1
5279	a	N	TR	0	0	0	1
5280	a	N	TR	0	0	0	1
5281	a	N	TR	0	0	0	1
5282	a	N	TR	0	0	0	1
5283	a	N	XX	0	0	0	1
5284	a	N	XX	0	0	0	1
5285	a	N	TR	0	0	0	1
5286	a	N	TR	0	0	0	1
5287	a	N	XX	0	0	0	1
5288	a	N	XX	0	0	0	1
5289	a	N	TR	0	0	0	1
5290	a	N	TR	0	0	0	1
5291	a	N	XX	0	0	0	1
5292	a	N	TR	0	0	0	1
5293	a	N	TR	0	0	0	1
5294	a	N	TR	0	0	0	1
5295	a	N	TR	0	0	0	1
5296	a	N	TR	0	0	0	1
5297	a	N	TR	0	0	0	1
5298	a	N	TR	0	0	0	1
5299	a	N	TR	0	0	0	1
5300	a	N	XX	0	0	0	1
5301	a	N	TR	0	0	0	1
5302	a	N	XX	0	0	0	1
5303	a	N	XX	0	0	0	1
5304	a	N	XX	0	0	0	1
5305	a	N	XX	0	0	0	1
5306	a	N	XX	0	0	0	1
5307	a	N	XX	50	26	50	32
5308	a	N	TR	0	0	0	1
5309	a	N	TR	0	0	0	1
5310	a	N	TR	0	0	0	1
5311	a	N	TR	0	0	0	1
5312	a	N	TR	0	0	0	1
5313	a	N	TR	0	0	0	1
5314	a	N	TR	0	0	0	1
5315	a	N	TR	0	0	0	1
5316	a	N	TR	0	0	0	1
5317	a	N	TR	0	0	0	1
5318	a	N	TR	0	0	0	1
5319	a	N	TR	0	0	0	1
5320	a	N	TR	0	0	0	1
5321	a	N	TR	0	0	0	1
5322	a	N	XX	0	0	0	1
5323	a	N	XX	0	0	0	1
5324	a	N	TR	0	0	0	1
5325	a	N	TR	0	0	0	1
5326	a	N	TR	0	0	0	1
5327	a	N	TR	0	0	0	1
5328	a	N	TR	0	0	0	1
5329	a	N	TR	0	0	0	1
5330	a	N	XX	0	0	0	1
5331	a	N	XX	548	40	172	430
5332	a	N	TR	0	0	0	1
5333	a	N	TR	0	0	0	1
5334	a	N	TR	0	0	0	1
5335	a	N	TR	0	0	0	1
5336	a	N	TR	0	0	0	1
5337	a	N	TR	0	0	0	1
5338	a	N	XX	0	0	0	1
5339	a	N	XX	0	0	0	1
5340	a	N	TR	0	0	0	1
5341	a	N	TR	0	0	0	1
5342	a	N	TR	0	0	0	1
5343	a	N	TR	0	0	0	1
5344	a	N	TR	0	0	0	1
5345	a	N	TR	0	0	0	1
5346	a	N	TR	0	0	0	1
5347	a	N	TR	0	0	0	1
5348	a	N	TR	0	0	0	1
5349	a	N	TR	0	0	0	1
5350	a	N	XX	0	0	0	1
5351	a	N	TR	0	0	0	1
5352	a	N	TR	0	0	0	1
5353	a	N	TR	0	0	0	1
5354	a	N	TR	0	0	0	1
5355	a	N	TR	0	0	0	1
5356	a	N	TR	0	0	0	1
5357	a	N	TR	0	0	0	1
5358	a	N	TR	0	0	0	1
5359	a	N	XX	0	0	0	1
5360	a	N	XX	0	0	0	1
5361	a	N	XX	0	0	0	1
5362	a	N	XX	0	0	0	1
5363	a	N	TR	0	0	0	1
5364	a	N	XX	0	0	0	1
5365	a	N	TR	0	0	0	1
5366	a	N	TR	0	0	0	1
5367	a	N	TR	0	0	0	1
5368	a	N	XX	0	0	0	1
5369	a	N	TR	0	0	0	1
5370	a	N	XX	0	0	0	1
5371	a	N	XX	0	0	0	1
5372	a	N	XX	0	0	0	1
5373	a	N	TR	0	0	0	1
5374	a	N	TR	0	0	0	1
5375	a	N	XX	0	0	0	1
5376	a	N	TR	0	0	0	1
5377	a	N	XX	0	0	0	1
5378	a	N	TR	0	0	0	1
5379	a	N	XX	0	0	0	1
5380	a	N	TR	0	0	0	1
5381	a	N	TR	0	0	0	1
5382	a	N	TR	0	0	0	1
5383	a	N	TR	0	0	0	1
5384	a	N	TR	0	0	0	1
5385	a	N	TR	0	0	0	1
5386	a	N	TR	0	0	0	1
5387	a	N	TR	0	0	0	1
5388	a	N	XX	0	0	0	1
5389	a	N	TR	0	0	0	1
5390	a	N	TR	0	0	0	1
5391	a	N	TR	0	0	0	1
5392	a	N	TR	0	0	0	1
5393	a	N	TR	0	0	0	1
5394	a	N	TR	0	0	0	1
5395	a	N	TR	0	0	0	1
5396	a	N	XX	0	0	0	1
5397	a	N	TR	0	0	0	1
5398	a	N	TR	0	0	0	1
5399	a	N	XX	0	0	0	1
5400	a	N	XX	0	0	0	1
5401	a	N	XX	0	0	0	1
5402	a	N	TR	0	0	0	1
5403	a	N	TR	0	0	0	1
5404	a	N	TR	0	0	0	1
5405	a	N	XX	0	0	0	1
5406	a	N	TR	0	0	0	1
5407	a	N	TR	0	0	0	1
5408	a	N	TR	0	0	0	1
5409	a	N	TR	0	0	0	1
5410	a	N	TR	0	0	0	1
5411	a	N	TR	0	0	0	1
5412	a	N	TR	0	0	0	1
5413	a	N	TR	0	0	0	1
5414	a	N	TR	0	0	0	1
5415	a	N	TR	0	0	0	1
5416	a	N	XX	0	0	0	1
5417	a	N	TR	0	0	0	1
5418	a	N	XX	0	0	0	1
5419	a	N	XX	0	0	0	1
5420	a	N	XX	0	0	0	1
5421	a	N	TR	0	0	0	1
5422	a	N	XX	0	0	0	1
5423	a	N	TR	0	0	0	1
5424	a	N	XX	0	0	0	1
5425	a	N	TR	0	0	0	1
5426	a	N	XX	0	0	0	1
5427	a	N	TR	0	0	0	1
5428	a	N	XX	0	0	0	1
5429	a	N	TR	0	0	0	1
5430	a	N	TR	0	0	0	1
5431	a	N	TR	0	0	0	1
5432	a	N	XX	0	0	0	1
5433	a	N	TR	0	0	0	1
5434	a	N	XX	386	30	390	203
5435	a	N	TR	0	0	0	1
5436	a	N	TR	0	0	0	1
5437	a	N	XX	280	25	92	61
5438	a	N	TR	0	0	0	1
5439	a	N	TR	0	0	0	1
5440	a	N	TR	0	0	0	1
5441	a	N	TR	0	0	0	1
5442	a	N	XX	120	300	120	490
5443	a	N	XX	300	65	144	62
5444	a	N	XX	280	65	163	84
5445	a	N	TR	0	0	0	1
5446	a	N	TR	0	0	0	1
5447	a	N	XX	120	300	120	490
5448	a	N	TR	0	0	0	1
5449	a	N	XX	0	0	0	1
5450	a	N	XX	0	0	0	1
5451	a	N	XX	0	0	0	1
5452	a	N	XX	0	0	0	1
5453	a	N	TR	0	0	0	1
5454	a	N	TR	0	0	0	1
5455	a	N	TR	0	0	0	1
5456	a	N	TR	0	0	0	1
5457	a	N	TR	0	0	0	1
5458	a	N	TR	0	0	0	1
5459	a	N	TR	0	0	0	1
5460	a	N	TR	0	0	0	1
5461	a	N	TR	0	0	0	1
5462	a	N	TR	0	0	0	1
5463	a	N	TR	0	0	0	1
5464	a	N	XX	0	0	0	1
5465	a	N	XX	0	0	0	1
5466	a	N	TR	0	0	0	1
5467	a	N	XX	0	0	0	1
5468	a	N	XX	0	0	0	1
5469	a	N	TR	0	0	0	1
5470	a	N	TR	0	0	0	1
5471	a	N	TR	0	0	0	1
5472	a	N	TR	0	0	0	1
5473	a	N	TR	0	0	0	1
5474	a	N	TR	0	0	0	1
5475	a	N	TR	0	0	0	1
5476	a	N	XX	0	0	0	1
5477	a	N	XX	0	0	0	1
5478	a	N	TR	0	0	0	1
5479	a	N	XX	0	0	0	1
5480	a	N	TR	0	0	0	1
5481	a	N	XX	0	0	0	1
5482	a	N	TR	0	0	0	1
5483	a	N	TR	0	0	0	1
5484	a	N	TR	0	0	0	1
5485	a	N	XX	120	300	120	490
5486	a	N	TR	0	0	0	1
5487	a	N	XX	52	145	33	156
5488	a	N	TR	0	0	0	1
5489	a	N	TR	0	0	0	1
5490	a	N	TR	0	0	0	1
5491	a	N	TR	0	0	0	1
5492	a	N	TR	0	0	0	1
5493	a	N	TR	0	0	0	1
5494	a	N	TR	0	0	0	1
5495	a	N	TR	0	0	0	1
5496	a	N	TR	0	0	0	1
5497	a	N	TR	0	0	0	1
5498	a	N	TR	0	0	0	1
5499	a	N	TR	0	0	0	1
5500	a	N	TR	0	0	0	1
5501	a	N	TR	0	0	0	1
5502	a	N	TR	0	0	0	1
5503	a	N	TR	0	0	0	1
5504	a	N	TR	0	0	0	1
5505	a	N	XX	0	0	0	1
5506	a	N	TR	0	0	0	1
5507	a	N	XX	0	0	0	1
5508	a	N	XX	0	0	0	1
5509	a	N	XX	0	0	0	1
5510	a	N	TR	0	0	0	1
5511	a	N	TR	0	0	0	1
5512	a	N	TR	0	0	0	1
5513	a	N	XX	0	0	0	1
5514	a	N	XX	0	0	0	1
5515	a	N	TR	0	0	0	1
5516	a	N	XX	66	90	66	305
5517	a	N	XX	0	0	0	1
5518	a	N	XX	0	0	0	1
5519	a	N	XX	0	0	0	1
5520	a	N	TR	0	0	0	1
5521	a	N	XX	0	0	0	1
5522	a	N	XX	0	0	0	1
5523	a	N	XX	0	0	0	1
5524	a	N	XX	0	0	0	1
5525	a	N	TR	0	0	0	1
5526	a	N	TR	0	0	0	1
5527	a	N	XX	0	0	0	1
5528	a	N	XX	0	0	0	1
5529	a	N	TR	0	0	0	1
5530	a	N	TR	0	0	0	1
5531	a	N	TR	0	0	0	1
5532	a	N	TR	0	0	0	1
5533	a	N	XX	0	0	0	1
5534	a	N	XX	0	0	0	1
5535	a	N	TR	0	0	0	1
5536	a	N	XX	0	0	0	1
5537	a	N	TR	0	0	0	1
5538	a	N	TR	0	0	0	1
5539	a	N	XX	0	0	0	1
5540	a	N	XX	0	0	0	1
5541	a	N	TR	0	0	0	1
5542	a	N	XX	0	0	0	1
5543	a	N	XX	0	0	0	1
5544	a	N	XX	0	0	0	51
5545	a	N	TR	0	0	0	1
5546	a	N	TR	0	0	0	1
5547	a	N	TR	0	0	0	1
5548	a	N	XX	0	0	0	1
5549	a	N	TR	0	0	0	1
5550	a	N	TR	0	0	0	1
5551	a	N	TR	0	0	0	1
5552	a	N	XX	0	0	0	1
5553	a	N	TR	0	0	0	1
5554	a	N	TR	0	0	0	1
5555	a	N	TR	0	0	0	1
5556	a	N	TR	0	0	0	1
5557	a	N	TR	0	0	0	1
5558	a	N	TR	0	0	0	1
5559	a	N	TR	0	0	0	1
5560	a	N	TR	0	0	0	1
5561	a	N	TR	0	0	0	1
5562	a	N	TR	0	0	0	1
5563	a	N	TR	0	0	0	1
5564	a	N	TR	0	0	0	1
5565	a	N	TR	0	0	0	1
5566	a	N	TR	0	0	0	1
5567	a	N	TR	0	0	0	1
5568	a	N	TR	0	0	0	1
5569	a	N	TR	0	0	0	1
5570	a	N	TR	0	0	0	1
5571	a	N	TR	0	0	0	1
5572	a	N	TR	0	0	0	1
5573	a	N	TR	0	0	0	1
5574	a	N	TR	0	0	0	1
5575	a	N	TR	0	0	0	1
5576	a	N	TR	0	0	0	1
5577	a	N	TR	0	0	0	1
5578	a	N	TR	0	0	0	1
5579	a	N	XX	0	0	0	1
5580	a	N	XX	0	0	0	1
5581	a	N	TR	0	0	0	1
5582	a	N	TR	0	0	0	1
5583	a	N	TR	0	0	0	1
5584	a	N	TR	0	0	0	1
5585	a	N	TR	0	0	0	1
5586	a	N	TR	0	0	0	1
5587	a	N	TR	0	0	0	1
5588	a	N	TR	0	0	0	1
5589	a	N	TR	0	0	0	1
5590	a	N	TR	0	0	0	1
5591	a	N	TR	0	0	0	1
5592	a	N	TR	0	0	0	1
5593	a	N	TR	0	0	0	1
5594	a	N	TR	0	0	0	1
5595	a	N	TR	0	0	0	1
5596	a	N	TR	0	0	0	1
5597	a	N	TR	0	0	0	1
5598	a	N	TR	0	0	0	1
5599	a	N	XX	264	25	226	105
5600	a	N	TR	0	0	0	1
5601	a	N	TR	0	0	0	1
5602	a	N	TR	0	0	0	1
5603	a	N	TR	0	0	0	1
5604	a	N	TR	0	0	0	1
5605	a	N	XX	0	0	0	1
5606	a	N	XX	0	0	0	1
5607	a	N	TR	0	0	0	1
5608	a	N	XX	0	0	0	1
5609	a	N	XX	0	0	0	1
5610	a	N	TR	0	0	0	1
5611	a	N	XX	0	0	0	1
5612	a	N	XX	0	0	0	1
5613	a	N	XX	0	0	0	1
5614	a	N	XX	0	0	0	1
5615	a	N	XX	0	0	0	1
5616	a	N	XX	0	0	0	1
5617	a	N	XX	0	0	0	1
5618	a	N	TR	0	0	0	1
5619	a	N	TR	0	0	0	1
5620	a	N	TR	0	0	0	1
5621	a	N	TR	0	0	0	1
5622	a	N	XX	0	0	0	1
5623	a	N	XX	0	0	0	1
5624	a	N	XX	0	0	0	1
5625	a	N	TR	0	0	0	1
5626	a	N	TR	0	0	0	1
5627	a	N	XX	0	0	0	1
5628	a	N	TR	0	0	0	1
5629	a	N	XX	0	0	0	1
5630	a	N	TR	0	0	0	1
5631	a	N	XX	0	0	0	1
5632	a	N	XX	0	0	0	1
5633	a	N	TR	0	0	0	1
5634	a	N	XX	0	0	0	1
5635	a	N	XX	0	0	0	1
5636	a	N	XX	0	0	0	1
5637	a	N	TR	0	0	0	1
5638	a	N	TR	0	0	0	1
5639	a	N	TR	0	0	0	1
5640	a	N	TR	0	0	0	1
5641	a	N	TR	0	0	0	1
5642	a	N	TR	0	0	0	1
5643	a	N	XX	0	0	0	1
5644	a	N	XX	0	0	0	1
5645	a	N	XX	0	0	0	1
5646	a	N	TR	0	0	0	1
5647	a	N	TR	0	0	0	1
5648	a	N	XX	0	0	0	1
5649	a	N	XX	0	0	0	1
5650	a	N	XX	0	0	0	1
5651	a	N	TR	0	0	0	1
5652	a	N	TR	0	0	0	1
5653	a	N	TR	0	0	0	1
5654	a	N	XX	0	0	0	1
5655	a	N	TR	0	0	0	1
5656	a	N	TR	0	0	0	1
5657	a	N	TR	0	0	0	1
5658	a	N	TR	0	0	0	1
5659	a	N	TR	0	0	0	1
5660	a	N	TR	0	0	0	1
5661	a	N	TR	0	0	0	1
5662	a	N	TR	0	0	0	1
5663	a	N	TR	0	0	0	1
5664	a	N	TR	0	0	0	1
5665	a	N	TR	0	0	0	1
5666	a	N	TR	0	0	0	1
5667	a	N	TR	0	0	0	1
5668	a	N	XX	0	0	0	1
5669	a	N	TR	0	0	0	1
5670	a	N	TR	0	0	0	1
5671	a	N	TR	0	0	0	1
5672	a	N	TR	0	0	0	1
5673	a	N	TR	0	0	0	1
5674	a	N	TR	0	0	0	1
5675	a	N	TR	0	0	0	1
5676	a	N	TR	0	0	0	1
5677	a	N	TR	0	0	0	1
5678	a	N	TR	0	0	0	1
5679	a	N	TR	0	0	0	1
5680	a	N	XX	0	0	0	1
5681	a	N	TR	0	0	0	1
5682	a	N	TR	0	0	0	1
5683	a	N	TR	0	0	0	1
5684	a	N	XX	0	0	0	1
5685	a	N	TR	0	0	0	1
5686	a	N	XX	0	0	0	1
5687	a	N	XX	0	0	0	1
5688	a	N	XX	0	0	0	1
5689	a	N	TR	0	0	0	1
5690	a	N	TR	0	0	0	1
5691	a	N	TR	0	0	0	1
5692	a	N	TR	0	0	0	1
5693	a	N	TR	0	0	0	1
5694	a	N	TR	0	0	0	1
5695	a	N	TR	0	0	0	1
5696	a	N	TR	0	0	0	1
5697	a	N	XX	0	0	0	1
5698	a	N	XX	0	0	0	1
5699	a	N	TR	0	0	0	1
5700	a	N	XX	0	0	0	1
5701	a	N	XX	0	0	0	1
5702	a	N	TR	0	0	0	1
5703	a	N	TR	0	0	0	1
5704	a	N	TR	0	0	0	1
5705	a	N	TR	0	0	0	1
5706	a	N	XX	0	0	0	1
5707	a	N	TR	0	0	0	1
5708	a	N	TR	0	0	0	1
5709	a	N	XX	0	0	0	1
5710	a	N	TR	0	0	0	1
5711	a	N	XX	0	0	0	1
5712	a	N	TR	0	0	0	1
5713	a	N	TR	0	0	0	1
5714	a	N	TR	0	0	0	1
5715	a	N	TR	0	0	0	1
5716	a	N	TR	0	0	0	1
5717	a	N	TR	0	0	0	1
5718	a	N	TR	0	0	0	1
5719	a	N	XX	0	0	0	1
5720	a	N	XX	0	0	0	1
5721	a	N	XX	0	0	0	1
5722	a	N	TR	0	0	0	1
5723	a	N	XX	0	0	0	1
5724	a	N	XX	0	0	0	1
5725	a	N	XX	0	0	0	1
5726	a	N	TR	0	0	0	1
5727	a	N	TR	0	0	0	1
5728	a	N	XX	0	0	0	1
5729	a	N	TR	0	0	0	1
5730	a	N	TR	0	0	0	1
5731	a	N	XX	0	0	0	1
5732	a	N	TR	0	0	0	1
5733	a	N	TR	0	0	0	1
5734	a	N	XX	0	0	0	1
5735	a	N	TR	0	0	0	1
5736	a	N	XX	0	0	0	1
5737	a	N	XX	0	0	0	1
5738	a	N	XX	0	0	0	1
5739	a	N	TR	0	0	0	1
5740	a	N	TR	0	0	0	1
5741	a	N	TR	0	0	0	1
5742	a	N	TR	0	0	0	1
5743	a	N	XX	0	0	0	1
5744	a	N	TR	0	0	0	1
5745	a	N	XX	0	0	0	1
5746	a	N	XX	0	0	0	1
5747	a	N	XX	0	0	0	1
5748	a	N	XX	0	0	0	1
5749	a	N	TR	0	0	0	1
5750	a	N	TR	0	0	0	1
5751	a	N	TR	0	0	0	1
5752	a	N	TR	0	0	0	1
5753	a	N	TR	0	0	0	1
5754	a	N	XX	0	0	0	1
5755	a	N	TR	0	0	0	1
5756	a	N	TR	0	0	0	1
5757	a	N	TR	0	0	0	1
5758	a	N	TR	0	0	0	1
5759	a	N	XX	0	0	0	1
5760	a	N	XX	0	0	0	1
5761	a	N	TR	0	0	0	1
5762	a	N	TR	0	0	0	1
5763	a	N	XX	0	0	0	1
5764	a	N	TR	0	0	0	1
5765	a	N	XX	0	0	0	1
5766	a	N	XX	0	0	0	1
5767	a	N	XX	0	0	0	1
5768	a	N	XX	0	0	0	1
5769	a	N	XX	85	10	58	3
5770	a	N	TR	85	8	60	1
5771	a	N	TR	0	0	0	1
5772	a	N	XX	85	8	60	1
5773	a	N	XX	85	6	60	1
5774	a	N	TR	0	0	0	1
5775	a	N	TR	0	0	0	1
5776	a	N	TR	0	0	0	1
5777	a	N	TR	0	0	0	1
5778	a	N	TR	0	0	0	1
5779	a	N	XX	0	0	0	1
5780	a	N	TR	0	0	0	1
5781	a	N	TR	0	0	0	1
5782	a	N	XX	0	0	0	1
5783	a	N	XX	0	0	0	1
5784	a	N	TR	0	0	0	1
5785	a	N	TR	0	0	0	1
5786	a	N	TR	0	0	0	1
5787	a	N	TR	0	0	0	1
5788	a	N	XX	0	0	0	1
5789	a	N	XX	0	0	0	1
5790	a	N	XX	0	0	0	1
5791	a	N	XX	0	0	0	1
5792	a	N	TR	0	0	0	1
5793	a	N	TR	0	0	0	1
5794	a	N	TR	0	0	0	1
5795	a	N	XX	0	0	0	1
5796	a	N	TR	0	0	0	1
5797	a	N	TR	0	0	0	1
5798	a	N	XX	0	0	0	1
5799	a	N	TR	0	0	0	1
5800	a	N	TR	0	0	0	1
5801	a	N	TR	0	0	0	1
5802	a	N	TR	0	0	0	1
5803	a	N	TR	0	0	0	1
5804	a	N	TR	0	0	0	1
5805	a	N	TR	0	0	0	1
5806	a	N	TR	0	0	0	1
5807	a	N	TR	0	0	0	1
5808	a	N	TR	0	0	0	1
5809	a	N	TR	0	0	0	1
5810	a	N	TR	0	0	0	1
5811	a	N	XX	0	0	0	1
5812	a	N	TR	0	0	0	1
5813	a	N	TR	0	0	0	1
5814	a	N	TR	0	0	0	1
5815	a	N	TR	0	0	0	1
5816	a	N	TR	0	0	0	1
5817	a	N	XX	0	0	0	1
5818	a	N	TR	0	0	0	1
5819	a	N	TR	0	0	0	1
5820	a	N	TR	0	0	0	1
5821	a	N	TR	0	0	0	1
5822	a	N	TR	0	0	0	1
5823	a	N	TR	0	0	0	1
5824	a	N	TR	0	0	0	1
5825	a	N	TR	0	0	0	1
5826	a	N	TR	0	0	0	1
5827	a	N	XX	0	0	0	1
5828	a	N	TR	0	0	0	1
5829	a	N	TR	0	0	0	1
5830	a	N	TR	0	0	0	1
5831	a	N	XX	0	0	0	1
5832	a	N	XX	0	0	0	1
5833	a	N	XX	0	0	0	1
5834	a	N	TR	0	0	0	1
5835	a	N	TR	0	0	0	1
5836	a	N	XX	0	0	0	1
5837	a	N	XX	0	0	0	1
5838	a	N	XX	0	0	0	1
5839	a	N	TR	0	0	0	1
5840	a	PZ	TR	0	0	0	1
5841	a	N	TR	0	0	0	1
5842	a	N	TR	0	0	0	1
5843	a	N	XX	0	0	0	1
5844	a	N	TR	0	0	0	1
5845	a	N	TR	0	0	0	1
5846	a	N	XX	0	0	0	1
5847	a	N	XX	0	0	0	143
5848	a	N	TR	0	0	0	1
5849	a	N	TR	0	0	0	1
5850	a	LT	TR	0	0	0	1
5851	a	N	TR	0	0	0	1
5852	a	N	TR	0	0	0	1
5853	a	N	XX	0	0	0	1
5854	a	N	TR	0	0	0	1
5855	a	N	TR	0	0	0	1
5856	a	N	TR	0	0	0	1
5857	a	N	TR	0	0	0	1
5858	a	N	TR	0	0	0	1
5859	a	N	TR	0	0	0	1
5860	a	N	XX	0	0	0	1
5861	a	N	TR	0	0	0	1
5862	a	N	TR	0	0	0	1
5863	a	N	TR	0	0	0	1
5864	a	N	TR	0	0	0	1
5865	a	N	TR	0	0	0	1
5866	a	N	TR	0	0	0	1
5867	a	N	TR	0	0	0	1
5868	a	N	TR	0	0	0	1
5869	a	N	TR	0	0	0	1
5870	a	N	TR	0	0	0	1
5871	a	N	TR	0	0	0	1
5872	a	N	TR	0	0	0	1
5873	a	N	XX	0	0	0	1
5874	a	N	XX	0	0	0	1
5875	a	N	TR	0	0	0	1
5876	a	N	TR	0	0	0	1
5877	a	N	TR	0	0	0	1
5878	a	N	TR	0	0	0	1
5879	a	N	TR	0	0	0	1
5880	a	N	TR	0	0	0	1
5881	a	N	XX	0	0	0	1
5882	a	N	XX	0	0	0	1
5883	a	N	TR	0	0	0	1
5884	a	N	TR	0	0	0	1
5885	a	N	TR	0	0	0	1
5886	a	N	XX	0	0	0	1
5887	a	N	TR	0	0	0	1
5888	a	N	TR	0	0	0	1
5889	a	N	XX	0	0	0	1
5890	a	N	TR	0	0	0	1
5891	a	N	XX	0	0	0	1
5892	a	N	TR	0	0	0	1
5893	a	N	TR	0	0	0	1
5894	a	N	TR	0	0	0	1
5895	a	N	XX	0	0	0	1
5896	a	N	XX	0	0	0	1
5897	a	N	TR	0	0	0	1
